HUD Property ID,HUD Subsidy ID,NHPD Property ID,NHPD Subsidy ID,Subsidy Status,Subsidy Name,Subsidy Subname,Start Date,End Date,Assisted Units,Property Name,Street Address,City,State,Zip Code,Longitude,Latitude,Owner Name,Owner Type,Manager Name,Manager Type,0-1 Bedroom Units,Two Bedroom Units,Three+ Bedroom Units,Target Population,Earliest Construction Date,Latest Construction Date,Rent to FMR Ratio,Known Total Units,Renewal Type Name,Inactive Status Description,Construction Type,Unpaid Principal Balance,Renewal Name,Renewal ID,SOA Code
,VAA1993148,1094700,1d426232-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1993,01/01/2023,14,JEFFERSON SCOTT LANDING,32 ST MARKS ST,PETERSBURG,VA,23803,-77.400222,37.213397,LS JEFFERSON PROPERTIES INC,,,,,14,,Family,,,,14,,,Acquisition and Rehab,,,,
,VAA2009080,1095165,3c6566a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,108,JESSE LEE,401 ROBERTS AVE,PETERSBURG,VA,23805,-77.372024,37.194862,PETERSBURG UNITED METHODIST HOUSING LP,,,,,,,Family,,,,108,,,New Construction,714000,,,
,VAA2012025,1095483,dd974eb6-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2012,01/01/2042,47,CLAIBORNE SQUARE,518 HALIFAX ST,PETERSBURG,VA,23803,-77.407379,37.218757,CLAIBORNE SQUARE LLC,,,,34,13,,Elderly or disabled,,,,47,,,New Construction,408906,,,
,VAA2002255,1094691,517e7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,26,WASHINGTON COLUMNS,647 W WASHINGTON ST,PETERSBURG,VA,23803,-77.414421,37.225837,WASHINGTON COLUMNS LP,Non-Profit,,,24,2,,Elderly or disabled,,,,26,,,Acquisition and Rehab,,,,
,VAA2012001,1095294,a75e6e02-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2012,01/01/2042,121,SEABOARD SQUARE I,217 WILSON DR,PORTSMOUTH,VA,23707,-76.334831,36.825805,CLARKE MANOR LP,,,,,,,Family,,,,121,,,New Construction,,,,
,VAA2005230,1094907,df817e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,180,WHISPERING OAKS,2507 OAKLEAF PL,PORTSMOUTH,VA,23707,-76.343673,36.837375,WHISPERING OAKS APTS LP,For Profit,,,,,,Family,,,,180,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2004649,1094737,27a5701a-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,21,SHEA TERRACE SENIOR,253 CONSTITUTION AVE,PORTSMOUTH,VA,23704,-76.324745,36.840042,SHEA TERRACE SENIOR APTS LTD PARTNERS,,,,17,4,0,Elderly or disabled,,,,21,,,Acquisition and Rehab,,,,
,VAA2008140,1095123,806466a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2008,01/01/2038,57,KING SQUARE,606 PHOEBUS ST,PORTSMOUTH,VA,23704,-76.311477,36.834217,KING SQUARE 2006 LP,,,,,,,Family,,,,57,,,New Construction,485932,,,
,VAA2014045,1103533,689e2a8e-d568-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,48,HOPE VILLAGE (PORTSMOUTH),611 SIXTH ST,PORTSMOUTH,VA,23704,-76.302101,36.824813,HV COMMUNITY LP,,,,,,,Family,,,,48,,Missing from Subsequent Updates,Acquisition and Rehab,,,,
,VAA2002165,1094656,4a8f878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2002,01/01/2032,58,PINE STREET VILLAGE,711 BISMARCK MYRICK ST,PORTSMOUTH,VA,23704,-76.310668,36.833137,PINE STREET LP,For Profit,,,10,36,12,Family,,,,58,,,New Construction,,,,
800021955,VAA2005145,1095259,86415eaa-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,98,MEADOWVIEW,1021 LEE HWY N,PULASKI,VA,24301,-80.772583,37.056697,PULASKI-MEADOWVIEW LP,Non-Profit,,,,,,Family,,,,98,,,Acquisition and Rehab,,,,
,VAA2005748,1095382,47a5701a-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,40,HEATHER GLEN APARTMENTS,1004 HEATHER GLEN DR,RADFORD,VA,24141,-80.56343,37.118183,COMMUNITY HOUSING PARTNERS,,,,2,2,36,Family,,,,40,,,New Construction,,,,
,VAA2014055,1109155,f5be2faa-e168-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,40,NEW RIVER OVERLOOK,300 JEFFRIES DR,RADFORD,VA,24141,-80.581283,37.106914,NEW RIVER OVERLOOK VA LLC,,,,40,0,0,Elderly or disabled,,,,40,,Missing from Subsequent Updates,New Construction,,,,
,VAA2000155,1121825,368c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,26,REEDVILLE MANOR,362 REEDVILLE MANOR LN,REEDVILLE,VA,22539,-76.266418,37.848537,NORTHERN NECK ASSOC,For Profit,,,26,,,Elderly or disabled,,,,26,,,New Construction,,,,
,VAA1999265,1095185,0a6666a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,74,THE GREEN,12465 GLADE DR,RESTON,VA,,-77.374633,38.946956,THE GREEN LP,Non-Profit,,,,35,39,Family,,,,74,,,Both New Construction and Acquisition and Rehab,,,,
800021899,VAA2006778,1094303,3d454298-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2006,01/01/2036,102,ISLAND WALK,1701 TORREY PINES CT,RESTON,VA,20190,-77.341987,38.958599,ISLAND WALK LP,,,,0,58,44,Family,,,,102,,,Acquisition and Rehab,,,,
800022082,VAA1993090,1094480,7221b662-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1993,01/01/2023,240,STONEGATE VILLAGE,2244 STONE WHEEL DR,RESTON,VA,20191,-77.366073,38.93922,FAIRFAX CO REDEV & HOUSING AUTHORITY,Non-Profit,"Quantum Real Estate Management, LLC",For Profit,40,85,115,Family,,,,240,,,New Construction,,,,
,VAA2007025,1094949,c2347698-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,87,OXFORD SQUARE,100 OXFORD SQ,RICHLANDS,VA,24641,-81.824943,37.087387,OXFORD SQUARE VA LP,For Profit,,,31,56,,Family,,,,87,,,Acquisition and Rehab,216708,,,
,VAA2013011,1096043,cfe41fda-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2013,01/01/2043,32,CITY VIEW PLACE,1000 BAINBRIDGE ST,RICHMOND,VA,23224,-77.443191,37.522708,CITY VIEW PLACE LP,For Profit,,,,,,Family,,,,32,,,New Construction,544184,,,
800022049,VAA2007030,1094549,fad3af68-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,240,RENAISSANCE SENIOR APARTMENTS,1021 GERMAN SCHOOL RD,RICHMOND,VA,23225,-77.513122,37.517169,RENAISSANCE RICHMOND LLC,Non-Profit,AMURCON REALTY COMPANY,,192,48,,Elderly or disabled,,,,240,,,Acquisition and Rehab,795000,,,
,VAA2010930,1104537,967aa44d-d668-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2010,01/01/2040,46,OLD MANCHESTER PLAZA I,1024 HULL ST,RICHMOND,VA,23224,-77.44297,37.521461,OLD MANCHESTER PLAZA LP,,,,,,,Family,,,,46,,,New Construction,,,,
800021789,VAA2005060,1106319,d6a6e954-d768-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2005,01/01/2035,249,DOMINION PLACE,1025 W GRACE ST,RICHMOND,VA,23220,-77.453628,37.551048,BEACON COMMUNITIES LLC,,,,,,,Elderly or disabled,,,,249,,,Acquisition and Rehab,,,,
800021765,VAA2004612,1094351,d1c8f5df-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,102,COUNTRY PLACE,111 STARBUCK CT,RICHMOND,VA,23223,-77.357925,37.551326,BAYARD OAKS RICHMOND LLC,,,,0,60,42,Family,,,,102,,,Acquisition and Rehab,,,,
,VAA1992100,1094736,b2ce967a-d1ff-e611-8115-74d435edc0c2,Inconclusive,LIHTC,9% Tax Credit,01/01/1992,01/01/2022,47,NEW CLAY HOUSE,1125 W CLAY ST,RICHMOND,VA,23220,-77.450073,37.552982,NEW CLAY HOUSE LP,Non-Profit,,,47,,,Family,,,,47,,End Date Passed,New Construction,,,,
,VAA2005220,1095276,468e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,62,TOWNES AT RIVER SOUTH II,1209 DECATUR ST,RICHMOND,VA,23224,-77.443412,37.520172,NATIONAL MGMT CORP,For Profit,,,,,,Family,,,,62,,,New Construction,,,,
800244972,VAA1994119,1094671,2abe2cb0-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1994,01/01/2024,77,BROOKLAND PARK,1221 E BROOKLAND PARK BLVD,RICHMOND,VA,23222,-77.419876,37.569934,HIGHLAND PARK SENIOR HOUSING LLC,,,,,,,Elderly or disabled,,,,77,,,Acquisition and Rehab,,,,
,VAA2014033,1105196,98804fb9-d668-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2014,01/01/2044,39,SOMANATH SENIOR APARTMENTS,1231 N 28TH ST,RICHMOND,VA,23223,-77.40834,37.537822,1208 NORTH 28TH STREET LLC,,,,,,,Elderly or disabled,,,,39,,,New Construction,,,,
800009214,VAA2012165,1094478,6e48be5c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2012,01/01/2042,222,OLIVER CROSSING,1310 COALTER ST,RICHMOND,VA,23223,-77.421386,37.54573,WINN COMPANIES,For Profit,,,32,134,56,Family,,,,222,,,Acquisition and Rehab,1016032,,,
,VAA2007783,1094932,a88137a4-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,108,DARBY HOUSE,1400 SHIRLEYDALE AVE,RICHMOND,VA,23231,-77.391265,37.50848,DARBYTOWN MEADOWS LLC,,,,76,32,0,Elderly or disabled,,,,108,,,New Construction,,,,
800022160,VAA2009001,1105791,8d9425f5-d668-e711-806a-005056ba3ab9,Active,LIHTC,TCEP,01/01/2009,01/01/2039,250,ASHLEY OAKS/WOODCROFT,1402 JENNIE SCHER RD,RICHMOND,VA,23231,-77.399543,37.522476,RELATED COMPANIES OF NY INC,,,,,,,Family,,,,250,,,Acquisition and Rehab,,,,
,VAA2003140,1094725,037f7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,45,MAURY PARK,1411 BAINBRIDGE ST,RICHMOND,VA,23224,-77.446792,37.520843,MAURY SENIOR RETIREMENT VILLAGE LP,Non-Profit,,,45,,,Elderly or disabled,,,,45,,,Acquisition and Rehab,,,,
,VAA2006776,1094864,37584456-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,68,IMANI MEWS & RETAIL CENTER,1420 HULL ST,RICHMOND,VA,23224,-77.445793,37.519638,IMANI NEIGHBORHOOD REVITALIZATION PARTNERS LLC,,,,6,44,18,Family,,,,68,,,New Construction,,,,
800021724,VAA2008055,1094289,422bd54a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2008,01/01/2038,297,CHURCH HILL/FAIRMOUNT HOUSE,1501 N 21ST ST,RICHMOND,VA,23223,-77.412673,37.543823,CHURCH HILL/FAIRMOUNT APTS LPH,,,,,,,Elderly or disabled,,,,297,,,Acquisition and Rehab,1290142,,,
,VAA1999337,1094922,eb2d5786-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,28,COLUMNS ON GROVE,1617 GROVE AVE,RICHMOND,VA,23220,-77.459976,37.549644,1617-1621 GROVE AVENUE LP,,,,20,8,0,Elderly or disabled,,,,28,,,Acquisition and Rehab,,,,
800021871,VAA2005080,1106924,bf2894ae-d768-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2005,01/01/2035,231,HENRICO ARMS,1664 HENRICO ARMS PL,RICHMOND,VA,23231,-77.392608,37.509593,SILVER STREET DEVELOPMENT CORP,,,,,,,Family,,,,231,,,Acquisition and Rehab,,,,
,VAA1996060,1094824,40449180-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1996,01/01/2026,155,FAIRVIEW MANOR,1701 COLORADO AVE,RICHMOND,VA,23220,-77.467208,37.537223,ART-CRAFT FAIRVIEW LP,For Profit,,,5,145,5,Family,,,,155,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2008130,1095121,786466a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2008,01/01/2038,218,JEFFERSON TOWNHOUSES,1901 VENABLE ST,RICHMOND,VA,23223,-77.421737,37.538143,JEFFERSON TOWNHOMES LLC,,,,,,,Family,,,,218,,,Acquisition and Rehab,672321,,,
,VAA1998291,1094834,fc6a4f8c-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1998,01/01/2028,30,MARKET SLIP,2 S 17TH ST,RICHMOND,VA,23219,-77.428703,37.533546,MARKET SLIP LP,,,,23,7,0,Family,,,,30,,,Acquisition and Rehab,,,,
,VAA2001080,1095228,528d878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2001,01/01/2031,99,RICHMOND DAIRY,201 W MARSHALL ST,RICHMOND,VA,23220,-77.443145,37.547527,RICHMOND DAIRY ASSOC LP,For Profit,,,85,28,,Family,,,,113,,,Acquisition and Rehab,,,,
,VAA1994085,1094763,9ed0967a-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1994,01/01/2024,4,PARKWOOD PLACE,2024 PARKWOOD AVE,RICHMOND,VA,23220,-77.467163,37.547592,PARKWOOD PLACE ASSOC,For Profit,,,,,4,Family,,,,4,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2006750,1094867,43676f26-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2006,01/01/2036,29,CARY 2000 PHASE III,2100 W CARY ST,RICHMOND,VA,23220,-77.467636,37.548702,CARY 2000 PHASE III,,,,22,2,5,Family,,,,29,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2004633,1094996,bf3f9ca5-e268-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2004,01/01/2034,37,KINGS GRANT,2300 GRANTS CIR,RICHMOND,VA,23238,-77.638427,37.619941,KINGS GRANT ASSOC LP,,,,24,13,0,Elderly or disabled,,,,90,,,New Construction,,,,
,VAA1999406,1094904,4e9f4968-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/1999,01/01/2029,104,WILLIAM BYRD,2501 W BROAD ST,RICHMOND,VA,23220,-77.466697,37.560176,WILLIAM BYRD SENIOR APTS LLC,,,,104,0,0,Elderly or disabled,,,,104,,,Acquisition and Rehab,,,,
,VAA2004668,1108127,72554e03-d968-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,60,TOBACCO LANDING,2701 E MAIN ST,RICHMOND,VA,23223,-77.419616,37.527839,TOBACCO ROW PHASE II ASSOC LP,,,,53,9,0,Family,,,,62,,,New Construction,,,,
800022039,VAA2008195,1094522,8023b662-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,,01/01/2008,01/01/2038,50,RANDOLPH PLACE,300 RANDOLPH ST,RICHMOND,VA,23220,-77.459625,37.543807,300 RANDOLPH STREET LLC,,Better Housing Coalition,,,,,,,,,50,,Missing from Subsequent Updates,,204817,,,
,VAA2001235,1095276,428e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,99,TOWNES AT RIVER SOUTH,304 E 12TH ST,RICHMOND,VA,23224,-77.441314,37.518474,BLACKWELL COMMUNITY LP,For Profit,,,,33,66,Family,,,,99,,,New Construction,,,,
,VAA1996020,1094810,f0439180-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,4% and 9% Tax Credit,01/01/1996,01/01/2026,132,BROOK RUN TOWNHOMES,3224 SNEAD CT,RICHMOND,VA,23224,-77.483833,37.474716,FOXCROFT ASSOC LP,Non-Profit,,,,132,,,,,,132,,Missing from Subsequent Updates,Acquisition and Rehab,,,,
800022137,VAA2004105,1107114,8f5f1e2c-d868-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2004,01/01/2034,132,WOODLAND CROSSING,3449 WALMSLEY BLVD,RICHMOND,VA,23234,-77.461006,37.46508,SHELTER GROUP,,,,0,48,84,Family,,,,132,,,Acquisition and Rehab,,,,
,VAA2003070,1094707,a57e7e92-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,94,FOREST CREEK,3501 FOREST HAVEN DR,RICHMOND,VA,23234,-77.487983,37.466728,CENTRUM-PRINCE WILLIAM LP,,,,,94,,Elderly or disabled,,,,94,,,New Construction,,,,
,VAA1988050,1094627,04a39e74-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/1988,01/01/2003,159,HILLTOP NORTH APARTMENTS,3510 E RICHMOND RD,RICHMOND,VA,23223,-77.394676,37.532436,HILLTOP NORTH ASSOC,,,,,,,,,,,159,,Non-programmatic,New Construction,,,,
,VAA2003170,1094729,137f7e92-d1ff-e611-8115-74d435edc0c2,Inactive,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,104,REFLECTIONS,3701 GAY AVE,RICHMOND,VA,23231,-77.362304,37.525882,HC ONE,For Profit,,,52,52,,Elderly or disabled,,,,104,,Missing from Subsequent Updates,Acquisition and Rehab,,,,
,VAA2006030,1094915,9c337698-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2006,01/01/2036,294,GLENWOOD FARMS,3753 BOLLING RD,RICHMOND,VA,23223,-77.390625,37.575069,RENAISSANCE GLENWOOD LP,For Profit,,,134,110,50,Family,,,,294,,,Acquisition and Rehab,355584,,,
800220372,VAA2001120,1095236,8e8d878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,104,GUARDIAN PLACE II,3840 MASTIN LN,RICHMOND,VA,23230,-77.479759,37.573009,GUARDIANS PLACE II LP,Non-Profit,,,,,,Elderly or disabled,,,,115,,,New Construction,,,,
,VAA2003605,1094729,83604280-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,104,REFLECTIONS SENIOR LIVING,4600 LOUS LORE LN,RICHMOND,VA,23231,-77.362312,37.526039,HC ONE LP,,,,52,52,,Elderly or disabled,,,,104,,,New Construction,,,,
,VAA2000210,1095194,9e8c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2000,01/01/2030,144,GLENNS AT MILLERS LANE,4700 MILLERS LN,RICHMOND,VA,23231,-77.365402,37.523601,VARINA STATION PARTNERSHIP LP,For Profit,,,,72,72,Family,,,,144,,,New Construction,,,,
,VAA2014050,1105915,d0d11dfb-d668-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/2014,01/01/2044,197,MILLER LOFTS,500 STOCKTON ST,RICHMOND,VA,23224,-77.436729,37.522647,MILLER I & II LLC,,,,,,,Family,,,,197,,Missing from Subsequent Updates,New Construction,,,,
800021833,VAA2002524,1094518,06be2cb0-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% and 9% Tax Credit,01/01/2002,01/01/2032,60,FOXWOOD RICHMOND,5000 SNEAD RD,RICHMOND,VA,23224,-77.486251,37.475852,HUNTON & WILLIAMS,,,,24,24,12,Family,,,,60,,,Acquisition and Rehab,,,,
,VAA2002015,1095284,7e8e878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2002,01/01/2032,54,AUDUBON VILLAGE II,5011 MEADOWLARK CT,RICHMOND,VA,23231,-77.346244,37.524303,SECOND AUDUBON VILLAGE LP,For Profit,,,,44,10,Family,,,,54,,,New Construction,,,,
,VAA2003155,1095244,b68d878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2003,01/01/2033,126,OVERLOOK AT BROOK RUN II,5400 MONTBROOK CIR,RICHMOND,VA,23227,-77.460556,37.606735,OVERLOOK AT BROOK RUN II ASSOC LP,,,,,54,72,Family,,,,126,,,New Construction,,,,
,VAA0000084,1094849,9b3f9ca5-e268-e711-806a-005056ba3ab9,Inactive,LIHTC,9% Tax Credit,01/01/1997,01/01/2027,39,SOUTH RICHMOND SRO,5409 HULL ST RD,RICHMOND,VA,23224,-77.493202,37.489288,VIRGINIA SUPPORTIVE HOUSING,,,,,,,Family,,,,40,,Missing from Subsequent Updates,Acquisition and Rehab,,,,
800021833,VAA2001105,1094518,4e23b662-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,158,FORESTBROOKE,5600 CHARLEVOIX CT,RICHMOND,VA,23224,-77.501235,37.49961,FORESTBROOKE RICHMOND LLC,For Profit,,,90,44,24,Elderly or disabled,,,,158,,,Acquisition and Rehab,,,,
,VAA2008897,1095135,3d436b20-e168-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2008,01/01/2038,291,VILLAGE AT THE ARBORS,5613 CRENSHAW RD,RICHMOND,VA,23227,-77.443733,37.609092,TMG BROOKE RIDGE LP,,,,,,,Family,,,,292,,,Acquisition and Rehab,,,,
,VAA1999190,1095100,e28e8d86-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/1999,01/01/2029,248,OAKHURST MANOR,5804 THORNDALE LN,RICHMOND,VA,23225,-77.504432,37.521663,OAKHURST MANOR LP,For Profit,,,,242,6,Family,,,,392,,,Acquisition and Rehab,,,,
,VAA2005729,1094863,3f7c94ab-e268-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2005,01/01/2035,63,BOWLER RETIREMENT COMMUNITY,608 N 26TH ST,RICHMOND,VA,23223,-77.415496,37.533889,,,,,,,,Elderly or disabled,,,,63,,,New Construction,,,,
,VAA2013023,1096052,f7e41fda-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,4% Tax Credit,01/01/2013,01/01/2043,112,NORTH OAK APARTMENTS COMPLEX,610 HENRICO BLVD,RICHMOND,VA,23222,-77.440582,37.583286,NORTH OAK LLC,Non-Profit,,,,,,Family,,,,144,,,Acquisition and Rehab,153765,,,
800021708,VAA2007777,1094291,275e6e02-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2007,01/01/2037,182,BLUE RIDGE ESTATES,6507 SUGAR MAPLE DR,RICHMOND,VA,23225,-77.516624,37.505615,BC SUGAR MAPLE LLC,,,,48,96,38,Family,,,,182,,,Acquisition and Rehab,,,,
,VAA2010050,1095273,24425eaa-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,41,NEW MANCHESTER FLATS IX,740 E SIXTH ST,RICHMOND,VA,23224,-77.433555,37.51855,NEW MANCHESTER FLATS IX LLC,,,,,,,Family,,,,41,,,New Construction,,,,
,VAA2001453,1095124,c139610e-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2001,01/01/2031,84,ARBORS,7608 FOREST HILL AVE,RICHMOND,VA,23225,-77.536506,37.535919,CENTRUM-PRINCE WILLIAM LP,,,,,,,Elderly or disabled,,,,85,,,New Construction,,,,
,VAA1999020,1095064,ba8d8d86-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/1999,01/01/2029,58,BACON RETIREMENT COMMUNITY,815 N 35TH ST,RICHMOND,VA,23223,-77.405273,37.530498,BACON HOUSING LP,Non-Profit,,,57,1,,Elderly or disabled,,,,58,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2014015,1105571,f17c3ae3-d668-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2014,01/01/2044,56,JEFFERSON MEWS,907 N 26TH ST,RICHMOND,VA,23223,-77.412689,37.536281,RICHMOND SCATTERED SITES EAST LLC,,,,,,,Family,,,,56,,,Both New Construction and Acquisition and Rehab,,,,
,VAA2010942,1095181,8dbe2faa-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2010,01/01/2040,109,TERRACE SOUTH,1540 BLUEMONT AVE SW,ROANOKE,VA,24015,-79.969093,37.263721,TERRACE SOUTH LP,,,,,,,Family,,,,109,,,Acquisition and Rehab,,,,
,VAA2009075,1095163,346566a4-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2009,01/01/2039,40,HURT PARK II,1801 WESTVIEW AVE SW,ROANOKE,VA,24016,-79.969238,37.277141,HURT PARK LP,,,,,,,Family,,,,40,,,New Construction,636674,,,
,VAA1994122,1103625,6f83e0d5-d568-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1994,01/01/2024,3,13TH STREET,19 13TH ST SW,ROANOKE,VA,24016,-79.962913,37.275718,,,,,,,3,Family,,,,3,,,New Construction,,,,
800022108,VAA1999275,1106585,6e7d74cc-d768-e711-806a-005056ba3ab9,Inactive,LIHTC,4% Tax Credit,01/01/1999,01/01/2029,100,TINKER CREEK MANOR,2050 TINKER DR NE,ROANOKE,VA,24012,-79.91423,37.296272,ARTCRAFT TINKER CREEK LP,,,,0,54,46,,,,,100,,Non-programmatic,Acquisition and Rehab,,,,
,VAA2000230,1095200,b68c878c-d1ff-e611-8115-74d435edc0c2,Active,LIHTC,9% Tax Credit,01/01/2000,01/01/2030,20,GILMER HOUSING,802 LOUDON AVE NW,ROANOKE,VA,24016,-79.952987,37.2774,GILMER HOUSING ASSOC LP,Non-Profit,,,,10,10,Family,,,,20,,,Acquisition and Rehab,,,,
,VAA1995225,1105953,46d21dfb-d668-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/1995,01/01/2025,4,824 MADISON AVENUE,824 MADISON AVE NW,ROANOKE,VA,24016,-79.952789,37.281833,BLANTON PROPERTIES INC,,,,,,4,Family,,,,4,,,New Construction,,,,
,VAA2003612,1116086,a17415c2-e168-e711-806a-005056ba3ab9,Active,LIHTC,9% Tax Credit,01/01/2003,01/01/2033,64,SANDSTON WOODS,1950 BETNER CT,SANDSTON,VA,23150,-77.275604,37.516956,TM ASSOC MGMT INC,,,,,,,Family,,,,64,,,Acquisition and Rehab,,,,
800021905,VAA2007792,1104010,e62e00b8-d568-e711-806a-005056ba3ab9,Active,LIHTC,4% Tax Credit,01/01/2007,01/01/2037,80,JERSEY PARK,775 WRENN RD,SMITHFIELD,VA,23430,-76.64598,36.975078,AMERICAN HOUSING PRESERVATION CORP,,,,16,64,0,Family,,,,80,,,Acquisition and Rehab,,,,
