var_code,var_label,data_type,level,val_min,val_max,var_relabel,val_label,recode,val_length,val_na
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5350XX,5350XX,,"TRN-Sailors And Marine Oilers, And Ship Engineers",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,535020,535020,,TRN-Ship And Boat Captains And Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,536021,536021,,TRN-Parking Attendants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,536030,536030,,TRN-Transportation Service Attendants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,536051,536051,,TRN-Transportation Inspectors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,536061,536061,,TRN-Passenger Attendants,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5360XX,5360XX,,TRN-Other Transportation Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537021,537021,,TRN-Crane And Tower Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5370XX,5370XX,,"TRN-Conveyor, Dredge, And Hoist And Winch Operators",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537051,537051,,TRN-Industrial Truck And Tractor Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537061,537061,,TRN-Cleaners Of Vehicles And Equipment,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537062,537062,,"TRN-Laborers And Freight, Stock, And Material Movers, Hand",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537063,537063,,TRN-Machine Feeders And Offbearers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537064,537064,,"TRN-Packers And Packagers, Hand",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537065,537065,,TRN-Stockers And Order Fillers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537070,537070,,TRN-Pumping Station Operators,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,537081,537081,,TRN-Refuse And Recyclable Material Collectors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,5371XX,5371XX,,TRN-Other Material Moving Workers,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,551010,551010,,MIL-Military Officer Special And Tactical Operations Leaders,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,552010,552010,,MIL-First-Line Enlisted Military Supervisors,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,553010,553010,,MIL-Military Enlisted Tactical Operations And Air/Weapons Specialists And Crew Members,TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,559830,559830,,"MIL-Military, Rank Not Specified",TRUE,6,0
SOCP,Standard Occupational Classification (SOC) codes for 2018 and later based on 2018 SOC codes,chr,person,999920,999920,,"Unemployed, With No Work Experience In The Last 5 Years Or Earlier Or Never Worked",TRUE,6,0
